Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.020000,3.400000,90.00,30.036692,0.100900,286.829
0.020000,3.420000,90.00,31.262678,0.101700,298.537
0.020000,3.440000,90.00,29.730196,0.087400,283.902
0.020000,3.460000,90.00,30.956182,0.102300,295.610
0.020000,3.480000,90.00,30.036692,0.121000,286.829
0.020000,3.500000,90.00,31.262678,0.146300,298.537
0.020000,3.520000,90.00,30.036692,0.119600,286.829
0.020000,3.540000,90.00,31.262678,0.082000,298.537
0.020000,3.560000,90.00,29.730196,0.085400,283.902
0.020000,3.580000,90.00,30.956182,0.089000,295.610
0.020000,3.600000,90.00,30.036692,0.116200,286.829
0.020000,3.620000,90.00,31.262678,0.144100,298.537
0.020000,3.640000,90.00,30.036692,0.112100,286.829
0.020000,3.660000,90.00,31.262678,0.082200,298.537
0.020000,3.680000,90.00,30.036692,0.088800,286.829
0.020000,3.700000,90.00,30.956182,0.085100,295.610
0.020000,3.720000,90.00,29.730196,0.147100,283.902
0.020000,3.740000,90.00,31.262678,0.111000,298.537
0.020000,3.760000,90.00,30.036692,0.113800,286.829
0.020000,3.780000,90.00,31.262678,0.082900,298.537
0.020000,3.800000,90.00,28.810707,0.088200,275.122
0.020000,3.820000,90.00,31.262678,0.114800,298.537
0.020000,3.840000,90.00,28.810707,0.146200,275.122
0.020000,3.860000,90.00,30.956182,0.112700,295.610
0.020000,3.880000,90.00,30.036692,0.112100,286.829
0.020000,3.900000,90.00,29.730196,0.082300,283.902
0.020000,3.920000,90.00,27.584717,0.100500,263.415
0.020000,3.940000,90.00,30.036692,0.117100,286.829
0.020000,3.960000,90.00,30.036692,0.149900,286.829
0.020000,3.980000,90.00,30.036692,0.099100,286.829
0.020000,4.000000,90.00,28.810707,0.104000,275.122
-0.979999,4.020001,0.00,0.000000,0.000100,0.000
0.020000,4.040001,0.00,0.000000,0.000200,0.000
0.020000,4.060001,0.00,0.000000,0.000200,0.000
0.020000,4.080001,0.00,0.000000,0.000100,0.000
0.020000,4.100001,0.00,0.000000,0.000000,0.000
0.020000,4.120001,0.00,0.000000,0.000200,0.000
0.020000,4.140001,0.00,0.000000,0.000000,0.000
0.020000,4.160001,0.00,0.000000,0.000200,0.000
0.020000,4.180001,0.00,0.000000,-0.000100,0.000
0.020000,4.200001,0.00,0.000000,-0.000100,0.000
0.020000,4.220001,0.00,0.000000,-0.000100,0.000
0.020000,4.240001,0.00,0.000000,0.000200,0.000
0.020000,4.260001,0.00,0.000000,0.000200,0.000
0.020000,4.280001,0.00,0.000000,0.000300,0.000
0.020000,4.300001,0.00,0.000000,0.000100,0.000
0.020000,4.320001,0.00,0.000000,0.000000,0.000
0.020000,4.340001,0.00,0.000000,0.000000,0.000
0.020000,4.360001,0.00,0.000000,0.000100,0.000
0.020000,4.380001,0.00,0.000000,-0.000100,0.000
0.020000,4.400001,0.00,0.000000,0.000000,0.000
0.020000,4.420001,0.00,0.000000,0.000100,0.000
0.020000,4.440001,0.00,0.000000,-0.000100,0.000
0.020000,4.460001,0.00,0.000000,0.000200,0.000
0.020000,4.480001,0.00,0.000000,0.000000,0.000
0.020000,4.500001,0.00,0.000000,0.000000,0.000
0.020000,4.520001,0.00,0.000000,0.000100,0.000
0.020000,4.540001,0.00,0.000000,-0.000100,0.000
0.020000,4.560001,0.00,0.000000,0.000000,0.000
0.020000,4.580001,0.00,0.000000,0.000300,0.000
0.020000,4.600001,0.00,0.000000,0.000100,0.000
0.020000,4.620001,0.00,0.000000,0.000200,0.000
0.020000,4.640001,0.00,0.000000,0.000100,0.000
